Content Manifest for Depot 323911

Manifest ID / date     : 8103081664213196866 / 2016-02-02 01:35:19
Total number of files  : 6473
Total number of chunks : 10357
Total bytes on disk    : 4746202555
Total bytes compressed : 1985737152

          Size Chunks File SHA                                 Flags Name
          5224      1 E7F0E243F93A76D94AFCB69ACF018DD7A8677CBB     0 vr\materials\models\props_underground\tank_c_384x320.vmat_c
        700892      1 5C02B9DD6666CBD829C7284B4E04A1BEC9AC7262     0 vr\materials\models\props_underground\tank_c_384x320_color_tga_cd0b691e.vtex_c
          5260      1 9A479AFB6E5DFAA6198BF6BBDCFE098441CB7623     0 vr\materials\models\props_underground\truss_underground.vmat_c
        700908      1 F597B6042831F9C4398EA6183D0997D6B63863C4     0 vr\materials\models\props_underground\truss_underground_color_tga_861722cd.vtex_c
          6812      1 EE8FE19DCF962C9E190BA282A92D2EA1BB1337F8     0 vr\materials\models\props_underground\underground_door_dynamic.vmat_c
       1400372      2 773D4C2FEAF700FED1CA73813A57068DAD45E366     0 vr\materials\models\props_underground\underground_door_dynamic_color_tga_d11931e8.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\models\props_vac_anim
          7100      1 3B9C808AAC8807CB974D9568F1929B624445AA07     0 vr\materials\models\props_vac_anim\turret_lowres.vmat_c
         89444      1 0BB8A62270A2DA908556FCCCEEE7A1759E32D498     0 vr\materials\models\props_vac_anim\turret_lowres_color_tga_44cd51f8.vtex_c
          1500      1 69B5353F9593257C394B5CB4DDBDEFCF757CF795     0 vr\materials\models\props_vac_anim\turret_lowres_vmat_g_tselfillummask_2b0a7259.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\models\steam_controller
          5032      1 C4D881A1C0DF6B5119094374F377AFD44B6E3C36     0 vr\materials\models\steam_controller\controller.vmat_c
        700828      1 BC5B6BCCBE18D2D491270D8CE355EE40F9384950     0 vr\materials\models\steam_controller\controller_tga_a24e722f.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\models\v_models
          5072      1 CDFE8DD708B6424C985A8A10BD219E5CF5869C7A     0 vr\materials\models\v_models\medkit.vmat_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\models\v_models\weapons
             0      0 0000000000000000000000000000000000000000    64 vr\materials\models\v_models\weapons\eq_molotov
        351524      1 3909F269B76C0340C01335754CF4D4932C6EAF5D     0 vr\materials\models\v_models\weapons\eq_molotov\v_eq_molotov_bottle_normal_tga_2d991414.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\models\v_models\weapons\grenade_launcher
       1400004      2 7D385D8A69492B26A39BB77C4ED28EBAD07DC923     0 vr\materials\models\v_models\weapons\grenade_launcher\grenade_launcher_color_tga_a501602a.vtex_c
       1400372      2 C3D618BEC98C3253FE8C8CF969276C422420B418     0 vr\materials\models\v_models\weapons\grenade_launcher\grenade_launcher_exponent_gloss_tga_923c75e1.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\models\v_models\weapons\rifle
       1400244      2 5BF58AFE27DB79F944B6662A5890BA0E9668B7D8     0 vr\materials\models\v_models\weapons\rifle\rifle_b_color_tga_43a4acd5.vtex_c
       1400276      2 F8325FA6D00244EAF61CFBE82E6B3BA2B44260CC     0 vr\materials\models\v_models\weapons\rifle\rifle_b_specmask_tga_ddfb2cf5.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\models\v_models\weapons\smg
       1400212      2 A99CB2E0B9C516A6823720DFB59E3B6F1E4957CC     0 vr\materials\models\v_models\weapons\smg\smg_a_color_psd_ae4affe2.vtex_c
       1400260      2 D737D535F6DCB1485A66829F90576B08435E7616     0 vr\materials\models\v_models\weapons\smg\smg_a_specmask_tga_5f532202.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\models\w_models
             0      0 0000000000000000000000000000000000000000    64 vr\materials\models\w_models\eq_medkit
        176588      1 E5AAED6A7232DE0182012B6E0A0D2C6F3E8D5E73     0 vr\materials\models\w_models\eq_medkit\w_eq_medkit_color_tga_6f71b960.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\models\w_models\eq_molotov
         89236      1 2686565F53D7795C045740BAF05BB85D1388D191     0 vr\materials\models\w_models\eq_molotov\w_eq_molotov_bottle_color_tga_b3687c1e.vtex_c
         23684      1 A81C77AA5755FD3260820A2CB7AA52566B672CD4     0 vr\materials\models\w_models\eq_molotov\w_eq_molotov_rag_color_tga_2795ed42.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\nature
          6568      1 A01A52990B257116B0BCC31AC105A5E154A2AAA2     0 vr\materials\nature\blendrockdirt_tunnel03a.vmat_c
       1400116      2 ECCCC4CE0BC726EAB5DD8A17A1DF2D3CF6EDFE59     0 vr\materials\nature\rockwall_cave02a_color_tga_ccfbcb64.vtex_c
       1400276      2 70406E5FC74061F9A9F525D6212225160CBFFAEA     0 vr\materials\nature\rockwall_cave_02a_height-ssbump_normal_tga_1af8797a.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle
         34564      1 49D51350F1D085C0D50DD99DD1985806B3306CEB     0 vr\materials\particle\beam_hotwhite.vtex_c
        132900      1 8F030B4C3102DDAC7041303604441CBC7405E136     0 vr\materials\particle\beam_plottedpoints.vtex_c
        132868      1 E62CB846226F0C6DAA7AD877C7BEDF524BF7D4AA     0 vr\materials\particle\beam_smoke_04.vtex_c
        132916      1 DD6430DE52F38ADB90EC93BDEA5B6E7DD68820EB     0 vr\materials\particle\beam_smoke_04_blurred.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle\confetti
        177204      1 A6A9AAFA4436BBFA1BB3F49023C156DCCCBBE602     0 vr\materials\particle\confetti\confetti.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle\infographics
       1399992      2 85C2897ABC6460BBCB1EFF5EFA1C188BE3C6BEB2     0 vr\materials\particle\infographics\info_chargingstation.vtex_c
       1399960      2 5B236B65149425E0558846D49FB221CE48551CE1     0 vr\materials\particle\infographics\info_drawers.vtex_c
       1399960      2 D3785ABCB46B887CD21ED7B92AA10442B97BC54D     0 vr\materials\particle\infographics\info_pullhere.vtex_c
       1399976      2 2247236F967D6A4949D523153E8ED6AE6676875E     0 vr\materials\particle\infographics\info_repairbutton.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle\lens_flare
       1379656      2 AA9248CE0B74E904C8BBD9369F7E7E9C823E13B4     0 vr\materials\particle\lens_flare\lens_flare.vtex_c
          7764      1 9B4E599BF460FD33EB6B47267BAD16FFB231006A     0 vr\materials\particle\particle_composite_color_subrect_0_0_64_64_tga_9fd6e2c5.vtex_c
          7780      1 B93284B7A343874ED449B78DEB129414A1E45466     0 vr\materials\particle\particle_composite_color_subrect_0_64_64_64_tga_23fec787.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle\smoke
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle\smoke1
        691912      1 1D77EB4C6D0C566F899BE1B8E3CBB4ABEB3EEFA7     0 vr\materials\particle\smoke1\smoke1.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle\smoke3
       2755816      3 A3E3FE11F2113ACBFFAB23A2BD883AF09924B171     0 vr\materials\particle\smoke3\smoke3.vtex_c
       2755528      3 361EBE343382BC9628E46B1F84613CFBB6E7EB22     0 vr\materials\particle\smoke3\smoke3b.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle\smoke\curls
       1332216      2 28A4433D4AC1B398E6A3FEE9C66ECEF2BA7B7AED     0 vr\materials\particle\smoke\curls\smoke_curls.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle\smoke\falling_mist
       1322904      2 04F2D04D0D3BD8DE9FE4092B64C0B1F2AF09FB97     0 vr\materials\particle\smoke\falling_mist\falling_mist.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle\smoke\maya_wispy
       2777208      3 23FB733238255027AA5674E04CFAF88776B03A62     0 vr\materials\particle\smoke\maya_wispy\wispy_small.vtex_c
       2775556      3 2393644A5F6C86AFE4437F18A482B77F6A9BE9DA     0 vr\materials\particle\smoke\maya_wispy\wispy_v2.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle\smoke\static
        133896      1 46C9528D3A38F3C047360DEBD007A236A5071840     0 vr\materials\particle\smoke\static\static_smoke.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle\smoke\steam
       1321056      2 FD3FE8917004D012A4CE76F0C1C037F4476AA5DB     0 vr\materials\particle\smoke\steam\steam.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle\smoke_fluid
       1317148      2 585DA5BB93CE61804D26FA7CED7E8C53990FF5A9     0 vr\materials\particle\smoke_fluid\smoke_fluid.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle\vistasmokev1
       2775500      3 EA89757A1A5539B872F245D327E441919EC375DE     0 vr\materials\particle\vistasmokev1\vistasmokev1.vtex_c
       2792176      3 2939BED7F437BBE7D896E3B9E4C80846164E0E66     0 vr\materials\particle\vistasmokev1\vistasmokev1_gray.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\particle\vistasmokev2
       5544720      6 AC9C692FFCA10E8F5411AC5B8A6147866CCC5BB1     0 vr\materials\particle\vistasmokev2\vistasmokev1_graydetail.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\plastic
        176556      1 A6B124DAFB5703AC7B1C887BF2E64C737F689FBB     0 vr\materials\plastic\plasticwall1970_01_color_tga_ca489712.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\props
          6136      1 6079ADD06C3E9AC04608AF0DA5ADA50D8B318FCD     0 vr\materials\props\plasticwall002a.vmat_c
        700828      1 6691F2E1E0C17B7451081BA7A813254F0437FE2E     0 vr\materials\props\plasticwall002a_color_psd_c6c247a5.vtex_c
          6136      1 C7BB1B80F91623A1F2BD229469C4D5DCC140B845     0 vr\materials\props\plasticwall002b.vmat_c
        700828      1 6C096E3A662EE821B54DEBAD0FA2F863148138E6     0 vr\materials\props\plasticwall002b_color_psd_d27ba34e.vtex_c
          6136      1 B2DDAEB6B179C52967B327C3186ABAA182017A81     0 vr\materials\props\plasticwall003a.vmat_c
        700828      1 D8D9D47185B11D3BE182CBE776FC4EAA3A9AC022     0 vr\materials\props\plasticwall003a_color_psd_aee36c6b.vtex_c
       1400276      2 A85E7F5F0BB5B9C29C7E6B3DF23EE7A855260476     0 vr\materials\props\plasticwall003c-height-ssbump_normal_tga_71bc3759.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\signage
          6096      1 53772C718F0AAEBA2C63C542631CA444530CA5BB     0 vr\materials\signage\emancipation_warning_01.vmat_c
        700844      1 3754B07E30B382C73863E6F48E53D6147584D509     0 vr\materials\signage\emancipation_warning_01_color_psd_83422954.vtex_c
          6448      1 1EBC15A855219EE72D1EC50937A0F6091D74B563     0 vr\materials\signage\underground_waiting_01b.vmat_c
        176852      1 D7E7DA8B4F7E0BA6F65F0E4A4999C08B385E24F4     0 vr\materials\signage\underground_waiting_01b_color_psd_a81bb83a.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\skybox
        351332      1 E883D5DEB141B70C4D65D6474570956613D11E60     0 vr\materials\skybox\skybox_gradient_finale1_trans_tga_52135801.vtex_c
        176572      1 147F33F153F8CEB4CA9C9E32496E47AA910DC5D7     0 vr\materials\skybox\skybox_gradient_finale1_trans_tga_c1f9948f.vtex_c
      16777944     17 B687D74AC43460D36FB185675285B5929CB9A47F     0 vr\materials\skybox\sky_l4d_predawn02_hdr_cube_pfm_43ecfe9b.vtex_c
      16777944     17 FEFCBFCBDEAB47D04B9400428362D21B20A4A62F     0 vr\materials\skybox\urbannightburning_hdr_cube_pfm_27863f85.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\stone
          6320      1 8738DADE21DE01E2163C76DAC9197DA316BA2356     0 vr\materials\stone\largecliffrock.vmat_c
       5594388      6 C1E0052AF8046869522CA3EE9657BA65FBA5A53D     0 vr\materials\stone\largecliffrock_color_psd_3387ec2d.vtex_c
       5594516      6 01FF87956277B770AD5B6516F7781DB80C5B72D8     0 vr\materials\stone\largecliffrock_normal_psd_b67606c0.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\tile
          5140      1 D935E39A35F744418691A9BD851EDC86FB02E48E     0 vr\materials\tile\aperture_concretewall001a.vmat_c
        176572      1 A950C2DDA4C4DDB94D3AE37507CBAAAF9B8F8EEE     0 vr\materials\tile\aperture_concretewall001a_color_tga_7a9c10fa.vtex_c
          5156      1 570ADEEE9E705E6058DFA38143D304796A720EB7     0 vr\materials\tile\observation_tileceiling001a.vmat_c
        176572      1 3008EAAADAC901B275460BB9806BCDE574E50262     0 vr\materials\tile\observation_tileceiling001a_color_tga_18cb20c.vtex_c
          6176      1 BFAA68DA69D3800E52626FBE01116B69920D8CCF     0 vr\materials\tile\white_floor_tile004a.vmat_c
       1400116      2 22D38F799CAD1F35C7F07F9542DC73DC52E2C91F     0 vr\materials\tile\white_floor_tile004a_color_psd_ec07503a.vtex_c
          1620      1 5A0841C5848A3923361467762FF15C223E55CE56     0 vr\materials\tile\white_floor_tile004a_vmat_g_tnormal_b9852e60.vtex_c
          6176      1 EB932E8499A231B78BADDE4D35411A23BF27E3F0     0 vr\materials\tile\white_wall_state001.vmat_c
        176540      1 EC50A92631274884157DC196B2C3891E7AC8DD16     0 vr\materials\tile\white_wall_state001_color_tga_48b74199.vtex_c
          6256      1 F041722289350C3FCDF655BF68F5179A48AB3CB2     0 vr\materials\tile\white_wall_tile003a.vmat_c
        176540      1 8BD276C9A9055F87BEFADE7D882F19EB6D4C188F     0 vr\materials\tile\white_wall_tile003a_color_psd_e9c79f3d.vtex_c
        176540      1 D4867DF6AE80FE9DB2FF854EE061C79A64AC132B     0 vr\materials\tile\white_wall_tile003b_color_psd_cdef7361.vtex_c
        351652      1 F74E9E62B2B77C3681837CE4459CF94CEF0E0E9C     0 vr\materials\tile\white_wall_tile003b_normal_psd_5b7d30d.vtex_c
          6184      1 6E9BFEAC9505DB5C63A6BCCCFCCEA91D9F308453     0 vr\materials\tile\white_wall_tile003b_vertex.vmat_c
          6168      1 8B6BBA4A8B2398A58FBE06D820C07F8E389A45C6     0 vr\materials\tile\white_wall_tile003c.vmat_c
        351556      1 90F4F2CF951843C2C4508B0D432AD98D33D9EBE9     0 vr\materials\tile\white_wall_tile003c_color_psd_35d134ff.vtex_c
        351652      1 BBF1C99B0F3AF7ABE857AEEE71553756ED95DD24     0 vr\materials\tile\white_wall_tile003c_normal_psd_3e07ec9a.vtex_c
          1620      1 5A0841C5848A3923361467762FF15C223E55CE56     0 vr\materials\tile\white_wall_tile003c_vmat_g_tnormal_b9852e60.vtex_c
          6176      1 FCE00F2090983A52A36A072E38DB3185E6074074     0 vr\materials\tile\white_wall_tile003d.vmat_c
        176540      1 BC799BCDA0B19ED45F0277265A694923EDF71211     0 vr\materials\tile\white_wall_tile003d_color_psd_7bcb981b.vtex_c
        351652      1 EC06066EDD39A5B417E70EE04F346B087CD58F58     0 vr\materials\tile\white_wall_tile003d_normal_psd_6727b94.vtex_c
        351716      1 34DC0113433B7A09F0C3F0F042729D30A52A9F6A     0 vr\materials\tile\white_wall_tile003_height-ssbump_normal_tga_6c089b32.vtex_c
          6176      1 9BD03A8C51AFCD01CD82C31165B52A0FCEB3078F     0 vr\materials\tile\white_wall_tile004a.vmat_c
          6312      1 A0EFC773C80B55E8833CEC2DC66E05F016EF8A43     0 vr\materials\tile\white_wall_tile004a_bottom.vmat_c
        700860      1 244C6E1DBB37C4A27E91F3A9FA0F5261772A130D     0 vr\materials\tile\white_wall_tile004a_bottom_color_psd_f1727127.vtex_c
        700828      1 4594D9A731F02D239F313D85FB9E02B4D11E942C     0 vr\materials\tile\white_wall_tile004a_color_psd_7b5f0c4c.vtex_c
       1400228      2 AC68D7169F6F65F9BC970F77EB59BED749D9A414     0 vr\materials\tile\white_wall_tile004a_normal_psd_1c3abed6.vtex_c
       1400276      2 85F4F99971E4AE7D32033A04EF1708CDD3500DB7     0 vr\materials\tile\white_wall_tile004_height-ssbump_normal_tga_ed6face7.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\traincar_interior
       1400068      2 F2316631797A00B62B37CA6807323F83D4FC4A97     0 vr\materials\traincar_interior\traincar_paper_b_normal_tga_a3a67141.vtex_c
       1400324      2 715D3B6429F5E93F584102C6763D1018BE83ED32     0 vr\materials\traincar_interior\traincar_paper_c_color_tga_e030f59d.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\transportation
             0      0 0000000000000000000000000000000000000000    64 vr\materials\transportation\roads
          6600      1 6B6DCFA7F90B12596EA8D5FD340672DBF6F925EF     0 vr\materials\transportation\roads\road_lane001b.vmat_c
       5594212      6 30C5A0E798DC0A61E93BEB455D5B0AC3B4C88240     0 vr\materials\transportation\roads\road_lane001b_color_psd_ecd5ebb2.vtex_c
       5594628      6 261B62CD2CE1FE97FB0ED731600529CF753439BD     0 vr\materials\transportation\roads\road_lane001b_normal_psd_28a1e9f1.vtex_c
          7232      1 189270B1921E3BC8E4CAA714266A7730C366CBAB     0 vr\materials\transportation\roads\road_side001a.vmat_c
       1400196      2 5E83938F1033E184229B849F8D9786B2DD4FDF34     0 vr\materials\transportation\roads\road_side001a_color_psd_5a0b32a4.vtex_c
          1500      1 8B86358ABF89A4EB4A8A20F6F766122D9CCF06DD     0 vr\materials\transportation\roads\road_side001a_vmat_g_tmetalnessreflectance_ec7e7584.vtex_c
       1400308      2 900E136C37A683F681D8449CDE6414165D0F0F2F     0 vr\materials\transportation\roads\road_side002a_normal_psd_29ab0c78.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\vgui
          1724      1 4286C5E4B0842856BFA11BFC549F12D3E469E678     0 vr\materials\vgui\white_color_tga_88688db3.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\materials\world_materials
          4752      1 B98776E99F276114F42C4FA9A3DB9205D6C485CF     0 vr\materials\world_materials\80_grey.vmat_c
          5768      1 15406FCAEFB3F6001D2AEE9B887031178B9EDC3F     0 vr\materials\world_materials\80_grey_spec.vmat_c
          5856      1 7347187836CEE3B1C0A042AB8309BC6B71BD4133     0 vr\materials\world_materials\80_grey_spec_double.vmat_c
          1508      1 10CDA2DD703DDA571D5FFA2F70A510FEADFE80CE     0 vr\materials\world_materials\80_grey_spec_double_vmat_g_tcolor1_b86d906f.vtex_c
          1860      1 744027DCFF0D247AE70FD453A8E154A025C34FFC     0 vr\materials\world_materials\80_grey_spec_double_vmat_g_tnormal_eecefc6f.vtex_c
          1508      1 10CDA2DD703DDA571D5FFA2F70A510FEADFE80CE     0 vr\materials\world_materials\80_grey_spec_vmat_g_tcolor1_b86d906f.vtex_c
          1860      1 744027DCFF0D247AE70FD453A8E154A025C34FFC     0 vr\materials\world_materials\80_grey_spec_vmat_g_tnormal_eecefc6f.vtex_c
          1500      1 69B689697B719805FE650625822D78E2A585B571     0 vr\materials\world_materials\80_grey_vmat_g_tcolor2_3c85f478.vtex_c
          5000      1 F676802497137707A6F0962809ABB4764A73D554     0 vr\materials\world_materials\demo_room_free_movement_extents.vmat_c
          1508      1 8018B8DD2102EB90EC4E49028F5D870C8BED4477     0 vr\materials\world_materials\demo_room_free_movement_extents_vmat_g_tcolor_f123c81b.vtex_c
          4936      1 716A683BEDB7124EA814D264C5924DE382C89972     0 vr\materials\world_materials\demo_room_max_extents.vmat_c
          1508      1 477A233692703127E553E5886501EE6035FBD95F     0 vr\materials\world_materials\demo_room_max_extents_vmat_g_tcolor_95fa7bdc.vtex_c
          4944      1 8C9E5FE6B55A234E7DF24AF615A67689BE4C3521     0 vr\materials\world_materials\half_grey.vmat_c
        700796      1 56FB1AD8A503B8E987F679FC0A1CBC0ADE9C9E47     0 vr\materials\world_materials\half_grey_psd_6b9e9cb7.vtex_c
          5016      1 EA4A97F4CA3E83C4C070BA2B8EBBBEE600F7B413     0 vr\materials\world_materials\woodfine_8k.vmat_c
      44741004     43 F4815A74BBDBCD37E654D4779C4CFE20F2714D4A     0 vr\materials\world_materials\woodfine_8k_psd_e927265a.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\models
             0      0 0000000000000000000000000000000000000000    64 vr\models\controllers
             0      0 0000000000000000000000000000000000000000    64 vr\models\controllers\materials
          6192      1 E35EAB665285915FC1321E1C63B9CEF4DF820BB9     0 vr\models\controllers\materials\vr_controller_02_mrhat_puck.vmat_c
        700876      1 83D825FED58D9E203AE89C58B1BF9ABC3B1F14DC     0 vr\models\controllers\materials\vr_controller_02_mrhat_puck_tga_53dba768.vtex_c
          3740      1 9FA3183AE425EFB6A409B0D7D0004CD45C691DDB     0 vr\models\controllers\vr_controller_02_mrhat_puck.vmdl_c
        750573      1 E7AE199C324927159CB826B07E693D4F407C7429     0 vr\models\controllers\vr_controller_02_mrhat_puck.vmesh_c
             0      0 0000000000000000000000000000000000000000    64 vr\models\doors
             0      0 0000000000000000000000000000000000000000    64 vr\models\doors\materials
          6248      1 6FF1F5B08887BF5D08864C23924D4854F2E91B91     0 vr\models\doors\materials\factory_door003.vmat_c
       5594468      6 013BDFD4D4CC88AA46310D45DCC142409C16A2B6     0 vr\models\doors\materials\factory_door003_color_psd_d7957b66.vtex_c
       5594580      6 66895111D8426C0D3092AF973187A007466FA8BA     0 vr\models\doors\materials\factory_door003_normal_psd_d6fc9803.vtex_c
             0      0 0000000000000000000000000000000000000000    64 vr\models\foliage
          3916      1 A5D2064D65AF51336E91B0FD49E46A8C56D460BA     0 vr\models\foliage\indoor_plant_01.vmdl_c
       1107838      2 C2F40C4C88431CD0C48B3864CDEA3DF065B232D6     0 vr\models\foliage\indoor_plant_01.vmesh_c
         19332      1 18CE835907DC489EA41373F1AF9455C4459CF26E     0 vr\models\foliage\indoor_plant_01.vphys_c
          3852      1 FBCAAA0E282BBA43F80AC377A7EBDC44D84F4035     0 vr\models\foliage\japanese_maple_01.vmdl_c
         32503      1 B7E71AE0816864B7C863787E33BC04EFD569859C     0 vr\models\foliage\japanese_maple_01.vmesh_c
         19876      1 549B6925CEA004E1FBB8D9DE8F8D4660A6045139     0 vr\models\foliage\japanese_maple_01.vphys_c
          3852      1 BA740D67112C4433BC50DCE0BFCC7888DFCEE0E4     0 vr\models\foliage\japanese_maple_02.vmdl_c
         48423      1 05F146E8FAB09D99D9ECD9EA04871F76628DDE4E     0 vr\models\foliage\japanese_maple_02.vmesh_c
         19860      1 D152E999AEF3714B0D4BAE812744DA40F17EFBFB     0 vr\models\foliage\japanese_maple_02.vphys_c
          3804      1 B8B7939F86CC93224EDFA1F140F1AAC7D3E344B9     0 vr\models\foliage\mahonia_japonica_01.vmdl_c
         62201      1 7539CB7713EC4B79A81227B206585262865781F8     0 vr\models\foliage\mahonia_japonica_01.vmesh_c
         19748      1 298BF19A8EA03FC35C42305E5302FD49AD0BBCEF     0 vr\models\foliage\mahonia_japonica_01.vphys_c
             0      0 0000000000000000000000000000000000000000    64 vr\models\foliage\materials
          6584      1 BC6B4F9FCCAB726BAB60328B2A15C0EC57210CE0     0 vr\models\foliage\materials\deadweed_sheet_001.vmat_c
       1400212      2 8DF28C0B96F3CFD9A11EB66BA8DF88B361242CAD     0 vr\models\foliage\materials\deadweed_sheet_001_color_psd_8987d3ff.vtex_c
       1400244      2 BF8854CFD5EFA8D72CBAE718A0C0C4420CDB8905     0 vr\models\foliage\materials\deadweed_sheet_001_normal_psd_72480e72.vtex_c
          6504      1 5A64158A93E7AD3C2D7E766F2FC23A3EE6D2FD35     0 vr\models\foliage\materials\dead_stump_01.vmat_c
       5594468      6 6B65AD37A8222EC6E561080B021CA7D86F3C0DCA     0 vr\models\foliage\materials\dead_stump_01_color_psd_fb8730ef.vtex_c
       5594532      6 F1BAED5665FFFA86D2A6BC396B0C61DAB9F56DF6     0 vr\models\foliage\materials\dead_stump_01_normal_psd_a6747adc.vtex_c
          6392      1 2238C6B92C2BA3DCD941B8D141462B251C9B1493     0 vr\models\foliage\materials\elderberry_01.vmat_c
       5594468      6 4F62B4A0AD6E2973B8FFA2244EF5F7DEFEB868CC     0 vr\models\foliage\materials\elderberry_01_color_psd_53f889b1.vtex_c
       5594292      6 0D1082CEAA99FA63346B61F9DB74258C5FFFE1A2     0 vr\models\foliage\materials\elderberry_01_normal_psd_a29a8314.vtex_c
          6008      1 F4C48FB4124433DC02E78E67217CD6FA0590A327     0 vr\models\foliage\materials\elderberry_bark_01.vmat_c
        351332      1 4020E4F0D7C01ACDD3CB49BA6468E99BAA7AB435     0 vr\models\foliage\materials\elderberry_bark_01_color_psd_545766df.vtex_c
        700948      1 CEABC1FF69844588454AF955FBF7775C6CBECCF4     0 vr\models\foliage\materials\elderberry_bark_01_normal_psd_eb3d13bf.vtex_c
          6424      1 6B31F384D99C678219BD603E259D317AC4F9894F     0 vr\models\foliage\materials\grass_detail_tall_001.vmat_c
       1400228      2 8478E23BBC02D02B8E64A3F82B92E5CCB1B26C96     0 vr\models\foliage\materials\grass_detail_tall_001_color_psd_37bb6475.vtex_c
          1860      1 E6DD2B13A414D542B100216EF19230EBFF372DF2     0 vr\models\foliage\materials\grass_detail_tall_001_vmat_g_tnormal_b5e69f04.vtex_c
          6040      1 F04F6FFC7557C37AF9B70BEDC95BA313B58E8F51     0 vr\models\foliage\materials\grass_sheet_001.vmat_c
       1400276      2 F899FB2A4D76459DE640F0B5C2DEC8FDB0735CBE     0 vr\models\foliage\materials\grass_sheet_001_color_psd_5c457de2.vtex_c
       1400052      2 7430007B92DF6EE16A8D52A4C97BD7DA4727BF54     0 vr\models\foliage\materials\grass_sheet_001_normal_psd_6260521d.vtex_c
          6160      1 E701947D6177A6EAB8006A1EFB25AD24229A2E8B     0 vr\models\foliage\materials\haircap_moss_01.vmat_c
       2797996      3 8C4722ED03330B4C3A965F66A41CA61FBEC0321F     0 vr\models\foliage\materials\haircap_moss_01_color_psd_ca486fff.vtex_c
       5594532      6 895DB655BFFD38A9B066CB2C5A74E9FAA9067B43     0 vr\models\foliage\materials\haircap_moss_01_normal_psd_236e25d0.vtex_c
          7476      1 E2A9D1770EA074C997D79CD95EBD75A978C1C2F6     0 vr\models\foliage\materials\indoor_plant_01.vmat_c
       5594484      6 F1A3B1EE5EF974675DD444B1C5DD99CBA5FC244B     0 vr\models\foliage\materials\indoor_plant_01_color_psd_ea2fc7f8.vtex_c
       1050740      2 19CFF99CB2DBC5D7D87364EA40731B38161E20EE     0 vr\models\foliage\materials\indoor_plant_01_lightmap_psd_a476136f.vtex_c
       5594308      6 A4795D564B439D9F1CE0B5D1F98BF6503A604555     0 vr\models\foliage\materials\indoor_plant_01_normal_psd_1f668772.vtex_c
       5594596      6 EB450BF5698C5BB82ADA70670F95ECEB6E1D36B4     0 vr\models\foliage\materials\indoor_plant_01_normal_psd_b7a41d38.vtex_c
          6592      1 465E922701B224B212C07BAB5FC1B83B1C2921AD     0 vr\models\foliage\materials\japanese_maple_01.vmat_c
       5594500      6 061697532FC7E56B40E3BD8564F060C172694D31     0 vr\models\foliage\materials\japanese_maple_01_color_psd_adede6d7.vtex_c
       5594548      6 8A2E676A120F10BE5B17D18FCF61B3F43B94E0A4     0 vr\models\foliage\materials\japanese_maple_01_normal_psd_2e5efc03.vtex_c
       5594452      6 4BBCA65B93472D7F721403E2B266293C1BBE153C     0 vr\models\foliage\materials\mahonia_01_color_psd_f3134bb5.vtex_c
       5594516      6 8906E2D1548E014FD5AD8D9201A651BB3BFE9A55     0 vr\models\foliage\materials\mahonia_01_normal_psd_79cdedd5.vtex_c
